path,class4,group_key,source,domain,phash
ham/images/ISIC_0029081.jpg,3,ham_HAM_0006453,ham,dermoscopic,85ea1cab716699a3
ham/images/ISIC_0025744.jpg,3,ham_HAM_0006453,ham,dermoscopic,bd6dc3982d67114c
ham/images/ISIC_0030119.jpg,3,ham_HAM_0005557,ham,dermoscopic,bfc8c123cc9e3741
ham/images/ISIC_0028215.jpg,3,ham_HAM_0005557,ham,dermoscopic,9115c447359a537f
ham/images/ISIC_0025303.jpg,3,ham_HAM_0003558,ham,dermoscopic,84bf19b9666659c1
ham/images/ISIC_0030129.jpg,3,ham_HAM_0003558,ham,dermoscopic,b276cd99302d6633
ham/images/ISIC_0032214.jpg,3,ham_HAM_0007454,ham,dermoscopic,b3aacdc2cccd3621
ham/images/ISIC_0028069.jpg,3,ham_HAM_0001811,ham,dermoscopic,87a84c3e32b9dc36
ham/images/ISIC_0028579.jpg,3,ham_HAM_0001811,ham,dermoscopic,f38bcc66338ccc31
ham/images/ISIC_0029281.jpg,3,ham_HAM_0001726,ham,dermoscopic,b304cf18dce726f0
ham/images/ISIC_0024367.jpg,3,ham_HAM_0001726,ham,dermoscopic,862e492f76fc5039
ham/images/ISIC_0030281.jpg,3,ham_HAM_0003315,ham,dermoscopic,d4ab51ac56b91ce4
ham/images/ISIC_0024481.jpg,3,ham_HAM_0003315,ham,dermoscopic,b3f1cccc66333318
ham/images/ISIC_0031118.jpg,3,ham_HAM_0006900,ham,dermoscopic,c66109ee66775233
ham/images/ISIC_0030080.jpg,3,ham_HAM_0006900,ham,dermoscopic,e239d94e4a6619da
ham/images/ISIC_0031953.jpg,3,ham_HAM_0000060,ham,dermoscopic,e6c89966329bc74c
ham/images/ISIC_0031406.jpg,3,ham_HAM_0000060,ham,dermoscopic,96e11d22769cc93e
ham/images/ISIC_0026115.jpg,3,ham_HAM_0004910,ham,dermoscopic,b0cace9878b963cc
ham/images/ISIC_0026281.jpg,3,ham_HAM_0004910,ham,dermoscopic,80bf59be272a1cb8
ham/images/ISIC_0027277.jpg,3,ham_HAM_0004720,ham,dermoscopic,b03896cbcf645c66
ham/images/ISIC_0028642.jpg,3,ham_HAM_0004720,ham,dermoscopic,a33398cf4d9c3233
ham/images/ISIC_0032079.jpg,3,ham_HAM_0005555,ham,dermoscopic,d4e355ba512c45f2
ham/images/ISIC_0026150.jpg,3,ham_HAM_0004607,ham,dermoscopic,86c9d9267699d92c
ham/images/ISIC_0031642.jpg,3,ham_HAM_0004607,ham,dermoscopic,b079cbe66c3c3289
ham/images/ISIC_0027043.jpg,3,ham_HAM_0007390,ham,dermoscopic,b373ccc93167e430
ham/images/ISIC_0027174.jpg,3,ham_HAM_0007390,ham,dermoscopic,87e6489d3726cc99
ham/images/ISIC_0025277.jpg,3,ham_HAM_0002720,ham,dermoscopic,91d04f976e35c925
ham/images/ISIC_0024729.jpg,3,ham_HAM_0002011,ham,dermoscopic,f66c9993302cc6e6
ham/images/ISIC_0031711.jpg,3,ham_HAM_0002011,ham,dermoscopic,a29999c76c33136d
ham/images/ISIC_0025234.jpg,3,ham_HAM_0004739,ham,dermoscopic,b4b940e5cb651ae6
ham/images/ISIC_0029000.jpg,3,ham_HAM_0005481,ham,dermoscopic,e3609cda656d1273
ham/images/ISIC_0025955.jpg,3,ham_HAM_0005481,ham,dermoscopic,d7aa5cab73ac8881
ham/images/ISIC_0025751.jpg,3,ham_HAM_0000814,ham,dermoscopic,b399cc663098e7c3
ham/images/ISIC_0026754.jpg,3,ham_HAM_0001446,ham,dermoscopic,d5d2512966d24b3e
ham/images/ISIC_0027063.jpg,3,ham_HAM_0004813,ham,dermoscopic,a772d88c31936367
ham/images/ISIC_0032331.jpg,3,ham_HAM_0004813,ham,dermoscopic,93af4cb733888c72
ham/images/ISIC_0032400.jpg,3,ham_HAM_0006803,ham,dermoscopic,b4a3ddbc64a31866
ham/images/ISIC_0024545.jpg,3,ham_HAM_0006803,ham,dermoscopic,a5f08e699833db4c
ham/images/ISIC_0028109.jpg,3,ham_HAM_0000814,ham,dermoscopic,d4aa598c6633d9cc
ham/images/ISIC_0033186.jpg,3,ham_HAM_0000095,ham,dermoscopic,be1ec160cb65351e
ham/images/ISIC_0030060.jpg,3,ham_HAM_0004126,ham,dermoscopic,b0e1cf1e41c336e3
ham/images/ISIC_0030211.jpg,3,ham_HAM_0004126,ham,dermoscopic,bee88c1fd217e124
ham/images/ISIC_0026892.jpg,3,ham_HAM_0007560,ham,dermoscopic,c1a51e953ae34cd6
ham/images/ISIC_0024987.jpg,3,ham_HAM_0007560,ham,dermoscopic,f836c73038cfc331
ham/images/ISIC_0030171.jpg,3,ham_HAM_0006253,ham,dermoscopic,93e24ccc3333cd8e
ham/images/ISIC_0028291.jpg,3,ham_HAM_0006253,ham,dermoscopic,b0d893e36d9bb224
ham/images/ISIC_0024898.jpg,3,ham_HAM_0002534,ham,dermoscopic,e13492c3cb97cc9c
ham/images/ISIC_0029538.jpg,3,ham_HAM_0002534,ham,dermoscopic,e6e299d866269b92
ham/images/ISIC_0032313.jpg,3,ham_HAM_0000099,ham,dermoscopic,f374cddb242c9322
ham/images/ISIC_0027769.jpg,3,ham_HAM_0000099,ham,dermoscopic,d7655c8c3333d88c
ham/images/ISIC_0029913.jpg,3,ham_HAM_0007171,ham,dermoscopic,93450cd13366cddb
ham/images/ISIC_0026909.jpg,3,ham_HAM_0007171,ham,dermoscopic,e17b9e2469cc3493
ham/images/ISIC_0026113.jpg,3,ham_HAM_0002714,ham,dermoscopic,f4cecd3264c7229c
ham/images/ISIC_0032265.jpg,3,ham_HAM_0002714,ham,dermoscopic,ea4b85359f969892
ham/images/ISIC_0032308.jpg,3,ham_HAM_0003802,ham,dermoscopic,8192946e5fcd536c
ham/images/ISIC_0025081.jpg,3,ham_HAM_0001203,ham,dermoscopic,d699c9e2361ac9e4
ham/images/ISIC_0030134.jpg,3,ham_HAM_0001203,ham,dermoscopic,a190df6c1c33f730
ham/images/ISIC_0030445.jpg,3,ham_HAM_0003031,ham,dermoscopic,c0e496b569ce64b5
ham/images/ISIC_0030798.jpg,3,ham_HAM_0001913,ham,dermoscopic,b4c3951d4b649573
ham/images/ISIC_0026596.jpg,3,ham_HAM_0004979,ham,dermoscopic,f126cf9936871938
ham/images/ISIC_0028056.jpg,3,ham_HAM_0004979,ham,dermoscopic,f714dd5174c45174
ham/images/ISIC_0032019.jpg,3,ham_HAM_0003194,ham,dermoscopic,d1eb989274638b9a
ham/images/ISIC_0025155.jpg,3,ham_HAM_0006521,ham,dermoscopic,d5ac4dba35d28c29
ham/images/ISIC_0031557.jpg,3,ham_HAM_0006521,ham,dermoscopic,a7c3cc1d71c2669c
ham/images/ISIC_0024792.jpg,3,ham_HAM_0001847,ham,dermoscopic,b7cdc0b19d07389c
ham/images/ISIC_0030898.jpg,3,ham_HAM_0001847,ham,dermoscopic,d7a84c993366cc71
ham/images/ISIC_0032244.jpg,3,ham_HAM_0000152,ham,dermoscopic,e1af94db139c1171
ham/images/ISIC_0028901.jpg,3,ham_HAM_0006739,ham,dermoscopic,f23d4d627069c333
ham/images/ISIC_0032098.jpg,3,ham_HAM_0006739,ham,dermoscopic,c3ea58dcc595143d
ham/images/ISIC_0025603.jpg,3,ham_HAM_0004579,ham,dermoscopic,b1cdce934cc4331d
ham/images/ISIC_0029651.jpg,3,ham_HAM_0004643,ham,dermoscopic,e5e6929869c96c36
ham/images/ISIC_0032044.jpg,3,ham_HAM_0004643,ham,dermoscopic,e86795b496c8c8b3
ham/images/ISIC_0030759.jpg,3,ham_HAM_0001353,ham,dermoscopic,95aa51b354db4995
ham/images/ISIC_0024886.jpg,3,ham_HAM_0001353,ham,dermoscopic,a1c5ded961f39092
ham/images/ISIC_0027102.jpg,3,ham_HAM_0003782,ham,dermoscopic,a50fd1f0d0b6159b
ham/images/ISIC_0025904.jpg,3,ham_HAM_0006908,ham,dermoscopic,c5ec1193157147f6
ham/images/ISIC_0032450.jpg,3,ham_HAM_0006908,ham,dermoscopic,eb6ad48b919495ca
ham/images/ISIC_0027253.jpg,3,ham_HAM_0005697,ham,dermoscopic,e760ccd9538c9c69
ham/images/ISIC_0032046.jpg,3,ham_HAM_0005697,ham,dermoscopic,d5ea4d3a35ce4429
ham/images/ISIC_0029163.jpg,3,ham_HAM_0006692,ham,dermoscopic,d5eb54ae15c604d9
ham/images/ISIC_0029630.jpg,3,ham_HAM_0006692,ham,dermoscopic,b199c6fe18336362
ham/images/ISIC_0024624.jpg,3,ham_HAM_0000210,ham,dermoscopic,94eb4dec163146f4
ham/images/ISIC_0025674.jpg,3,ham_HAM_0000531,ham,dermoscopic,a4999bcb676cd031
ham/images/ISIC_0031369.jpg,3,ham_HAM_0000531,ham,dermoscopic,94fa19ae40bb54d9
ham/images/ISIC_0029547.jpg,3,ham_HAM_0007165,ham,dermoscopic,80fb49ce64f409cf
ham/images/ISIC_0026622.jpg,3,ham_HAM_0007165,ham,dermoscopic,af9a90e12d9eb071
ham/images/ISIC_0028326.jpg,3,ham_HAM_0002471,ham,dermoscopic,93ebcc2a33ab443a
ham/images/ISIC_0027060.jpg,3,ham_HAM_0002471,ham,dermoscopic,b96b87962cc8392d
ham/images/ISIC_0031941.jpg,3,ham_HAM_0007538,ham,dermoscopic,ab4ec2909cb58d3d
ham/images/ISIC_0024315.jpg,3,ham_HAM_0007538,ham,dermoscopic,d3aecc8b317264c3
ham/images/ISIC_0030818.jpg,3,ham_HAM_0002838,ham,dermoscopic,b3c4cc89337466e6
ham/images/ISIC_0026360.jpg,3,ham_HAM_0003990,ham,dermoscopic,86ee99bb646c1992
ham/images/ISIC_0025996.jpg,3,ham_HAM_0003990,ham,dermoscopic,ea4a9435d2916bcb
ham/images/ISIC_0025219.jpg,3,ham_HAM_0005588,ham,dermoscopic,f1ce99394c717262
ham/images/ISIC_0026458.jpg,3,ham_HAM_0005588,ham,dermoscopic,f0679332cc99c669
ham/images/ISIC_0024951.jpg,3,ham_HAM_0001531,ham,dermoscopic,f1b6cdce14c91433
ham/images/ISIC_0030106.jpg,3,ham_HAM_0001531,ham,dermoscopic,e1bddea7588c1131
ham/images/ISIC_0024702.jpg,3,ham_HAM_0000903,ham,dermoscopic,c0d3812d4977739b
ham/images/ISIC_0024972.jpg,3,ham_HAM_0001284,ham,dermoscopic,c79d67d4234e9126
ham/images/ISIC_0031779.jpg,3,ham_HAM_0001284,ham,dermoscopic,b0d0ce43393c2fb3
ham/images/ISIC_0028442.jpg,3,ham_HAM_0001328,ham,dermoscopic,d5d29d5948a5265b
ham/images/ISIC_0031745.jpg,3,ham_HAM_0001671,ham,dermoscopic,804519d966675ddb
ham/images/ISIC_0031586.jpg,3,ham_HAM_0001671,ham,dermoscopic,e76c9892674c3333
ham/images/ISIC_0031972.jpg,3,ham_HAM_0002182,ham,dermoscopic,f1e6c29b1ee0690b
ham/images/ISIC_0030539.jpg,3,ham_HAM_0002182,ham,dermoscopic,d5ee00f972644e95
ham/images/ISIC_0031977.jpg,3,ham_HAM_0006828,ham,dermoscopic,e784989a9964dd33
ham/images/ISIC_0026296.jpg,3,ham_HAM_0004265,ham,dermoscopic,93fb1cc867278d88
ham/images/ISIC_0025018.jpg,3,ham_HAM_0004265,ham,dermoscopic,b333cc897372c88d
ham/images/ISIC_0028519.jpg,3,ham_HAM_0003212,ham,dermoscopic,b6cec913b3643427
ham/images/ISIC_0024767.jpg,3,ham_HAM_0003212,ham,dermoscopic,80e805b357a65f9b
ham/images/ISIC_0031517.jpg,3,ham_HAM_0001202,ham,dermoscopic,83efccb832e7043a
ham/images/ISIC_0028022.jpg,3,ham_HAM_0001202,ham,dermoscopic,e491859c3a564d6f
ham/images/ISIC_0024967.jpg,3,ham_HAM_0006975,ham,dermoscopic,a1ed9ab269cb3464
ham/images/ISIC_0029370.jpg,3,ham_HAM_0006433,ham,dermoscopic,ee56d0c71369ec12
ham/images/ISIC_0031958.jpg,3,ham_HAM_0006433,ham,dermoscopic,a466d2391ccc693f
ham/images/ISIC_0026369.jpg,3,ham_HAM_0006522,ham,dermoscopic,b9639695cb6a38c1
ham/images/ISIC_0030521.jpg,3,ham_HAM_0006522,ham,dermoscopic,c2fe89d926669899
ham/images/ISIC_0027487.jpg,3,ham_HAM_0004483,ham,dermoscopic,c5fa596c609b466c
ham/images/ISIC_0029212.jpg,3,ham_HAM_0002955,ham,dermoscopic,a4edd2f22b931139
ham/images/ISIC_0030089.jpg,3,ham_HAM_0007620,ham,dermoscopic,d5aa5d8a75894666
ham/images/ISIC_0027616.jpg,3,ham_HAM_0007620,ham,dermoscopic,f1ccc634db332c8c
ham/images/ISIC_0027261.jpg,3,ham_HAM_0005084,ham,dermoscopic,95661de673ca680e
ham/images/ISIC_0028505.jpg,3,ham_HAM_0005084,ham,dermoscopic,eb36d66959068c1b
ham/images/ISIC_0025153.jpg,3,ham_HAM_0005381,ham,dermoscopic,e427ca9639cd7161
ham/images/ISIC_0031598.jpg,3,ham_HAM_0005381,ham,dermoscopic,86ae99ef66768888
ham/images/ISIC_0025363.jpg,3,ham_HAM_0001796,ham,dermoscopic,95ff44ca303447cb
ham/images/ISIC_0029473.jpg,3,ham_HAM_0001796,ham,dermoscopic,f83fc5d093271c68
ham/images/ISIC_0027651.jpg,3,ham_HAM_0005742,ham,dermoscopic,c4ccd9cb668c991b
ham/images/ISIC_0030014.jpg,3,ham_HAM_0005742,ham,dermoscopic,d6d8193f36361871
ham/images/ISIC_0027238.jpg,3,ham_HAM_0006152,ham,dermoscopic,a3189ce6c9c3653e
ham/images/ISIC_0029571.jpg,3,ham_HAM_0006152,ham,dermoscopic,b311ccce3330d9d3
ham/images/ISIC_0024675.jpg,3,ham_HAM_0001600,ham,dermoscopic,d5af55b5026a4999
ham/images/ISIC_0025891.jpg,3,ham_HAM_0001600,ham,dermoscopic,b3b6cc983322ccd9
ham/images/ISIC_0027693.jpg,3,ham_HAM_0004980,ham,dermoscopic,a4b0dbe5cc8f6464
ham/images/ISIC_0029017.jpg,3,ham_HAM_0004980,ham,dermoscopic,c6f3998c663319d8
ham/images/ISIC_0032220.jpg,3,ham_HAM_0003521,ham,dermoscopic,d5b655ad42e54992
ham/images/ISIC_0028127.jpg,3,ham_HAM_0005911,ham,dermoscopic,fa5985e39a863878
ham/images/ISIC_0030165.jpg,3,ham_HAM_0005911,ham,dermoscopic,91eacccf3030cccf
ham/images/ISIC_0025927.jpg,3,ham_HAM_0002557,ham,dermoscopic,d59f70e540c503fc
ham/images/ISIC_0031189.jpg,3,ham_HAM_0006214,ham,dermoscopic,d1ce4d39ccad314c
ham/images/ISIC_0032190.jpg,3,ham_HAM_0006214,ham,dermoscopic,8fe2e01d1a390ff4
ham/images/ISIC_0025783.jpg,3,ham_HAM_0000417,ham,dermoscopic,bd96c2e94c1e3493
ham/images/ISIC_0029241.jpg,3,ham_HAM_0006092,ham,dermoscopic,b5c6c5e894379199
ham/images/ISIC_0027352.jpg,3,ham_HAM_0003683,ham,dermoscopic,c5d2586f30e203f7
ham/images/ISIC_0029558.jpg,3,ham_HAM_0003683,ham,dermoscopic,e0b5cb1abd0943f2
ham/images/ISIC_0031890.jpg,3,ham_HAM_0007420,ham,dermoscopic,84d151c61e4f5b1f
ham/images/ISIC_0031545.jpg,3,ham_HAM_0007229,ham,dermoscopic,b3cbccac61ab6213
ham/images/ISIC_0028219.jpg,3,ham_HAM_0000233,ham,dermoscopic,e632cd9966668999
ham/images/ISIC_0026314.jpg,3,ham_HAM_0000233,ham,dermoscopic,82431964376edd5b
ham/images/ISIC_0024875.jpg,3,ham_HAM_0007617,ham,dermoscopic,9167cc9932676475
ham/images/ISIC_0026950.jpg,3,ham_HAM_0007617,ham,dermoscopic,b167de9892cb6960
ham/images/ISIC_0027033.jpg,3,ham_HAM_0000059,ham,dermoscopic,f3e4c9b336e12864
ham/images/ISIC_0027822.jpg,3,ham_HAM_0000059,ham,dermoscopic,d5e60dd9736644d0
ham/images/ISIC_0029242.jpg,3,ham_HAM_0003449,ham,dermoscopic,a3c9463c9fe0491f
ham/images/ISIC_0027263.jpg,3,ham_HAM_0003449,ham,dermoscopic,97cd45345d63641e
ham/images/ISIC_0026247.jpg,3,ham_HAM_0004676,ham,dermoscopic,c6bf199e26279988
ham/images/ISIC_0028467.jpg,3,ham_HAM_0004676,ham,dermoscopic,b331ccce66391333
ham/images/ISIC_0026158.jpg,3,ham_HAM_0003448,ham,dermoscopic,f59ad26dcf621806
ham/images/ISIC_0029216.jpg,3,ham_HAM_0004153,ham,dermoscopic,c0ef80fd28fa21e6
ham/images/ISIC_0026489.jpg,3,ham_HAM_0004153,ham,dermoscopic,f8f6c1e91a1a34f0
ham/images/ISIC_0028878.jpg,3,ham_HAM_0000062,ham,dermoscopic,a409cf7192661bf9
ham/images/ISIC_0033312.jpg,3,ham_HAM_0007117,ham,dermoscopic,ef07d0da68603c97
ham/images/ISIC_0024400.jpg,3,ham_HAM_0006751,ham,dermoscopic,a0b5d07c43d315dd
ham/images/ISIC_0029884.jpg,3,ham_HAM_0006635,ham,dermoscopic,bcacc1fb94269698
ham/images/ISIC_0028900.jpg,3,ham_HAM_0006635,ham,dermoscopic,d5bec5f1187449c1
ham/images/ISIC_0027387.jpg,3,ham_HAM_0006896,ham,dermoscopic,b68e8b99606173ce
ham/images/ISIC_0024911.jpg,3,ham_HAM_0006896,ham,dermoscopic,d5aa5cce67e4c091
ham/images/ISIC_0027659.jpg,3,ham_HAM_0005642,ham,dermoscopic,d4ee4d38738b1833
ham/images/ISIC_0030223.jpg,3,ham_HAM_0005642,ham,dermoscopic,ade3d31cf24c4133
ham/images/ISIC_0032182.jpg,3,ham_HAM_0006651,ham,dermoscopic,94bc9171076d5b65
ham/images/ISIC_0027721.jpg,3,ham_HAM_0004364,ham,dermoscopic,95d044c5771f4ee8
ham/images/ISIC_0026697.jpg,3,ham_HAM_0004364,ham,dermoscopic,9930c0ed1bb4cd2f
ham/images/ISIC_0030760.jpg,3,ham_HAM_0005624,ham,dermoscopic,f1a68e987165ce92
ham/images/ISIC_0028565.jpg,3,ham_HAM_0005624,ham,dermoscopic,84fa11bb62e4d9d1
ham/images/ISIC_0034006.jpg,3,ham_HAM_0000709,ham,dermoscopic,ea69859cb3933ac2
ham/images/ISIC_0028087.jpg,3,ham_HAM_0002981,ham,dermoscopic,e6869d993326cc9c
ham/images/ISIC_0026664.jpg,3,ham_HAM_0002981,ham,dermoscopic,e365cc9332646793
ham/images/ISIC_0029660.jpg,3,ham_HAM_0001703,ham,dermoscopic,d4ff19b962744690
ham/images/ISIC_0024496.jpg,3,ham_HAM_0001703,ham,dermoscopic,b366cd9ccdc88c38
ham/images/ISIC_0028415.jpg,3,ham_HAM_0000796,ham,dermoscopic,a9d0d24fcf388d31
ham/images/ISIC_0028041.jpg,3,ham_HAM_0000796,ham,dermoscopic,84ae19fb24ac9567
ham/images/ISIC_0028696.jpg,3,ham_HAM_0003330,ham,dermoscopic,b582ca3c68e57333
ham/images/ISIC_0029343.jpg,3,ham_HAM_0003330,ham,dermoscopic,96ba49e332ac9c63
ham/images/ISIC_0030552.jpg,3,ham_HAM_0002897,ham,dermoscopic,84ee8b9971666635
ham/images/ISIC_0029726.jpg,3,ham_HAM_0004102,ham,dermoscopic,f5cbc3981e1ce461
ham/images/ISIC_0029513.jpg,3,ham_HAM_0000645,ham,dermoscopic,d5bd50b562f50ad0
ham/images/ISIC_0024853.jpg,3,ham_HAM_0000645,ham,dermoscopic,e49781b954e6303f
ham/images/ISIC_0028916.jpg,3,ham_HAM_0006208,ham,dermoscopic,bcbdc0cb0395c8ce
ham/images/ISIC_0028029.jpg,3,ham_HAM_0007243,ham,dermoscopic,f3f0ccce66311992
ham/images/ISIC_0030824.jpg,3,ham_HAM_0000330,ham,dermoscopic,b0cbc32c4c3963cf
ham/images/ISIC_0028325.jpg,3,ham_HAM_0001729,ham,dermoscopic,d1e9013173bb4e69
ham/images/ISIC_0024537.jpg,3,ham_HAM_0001729,ham,dermoscopic,a5d6ce71184763cc
ham/images/ISIC_0031310.jpg,3,ham_HAM_0003497,ham,dermoscopic,e1669693cc5999cc
ham/images/ISIC_0032408.jpg,3,ham_HAM_0002115,ham,dermoscopic,d4c3c22c0b3b49f7
ham/images/ISIC_0030440.jpg,3,ham_HAM_0002509,ham,dermoscopic,d3bbcccc66991123
ham/images/ISIC_0024732.jpg,3,ham_HAM_0002509,ham,dermoscopic,b19bce64cc3698cc
ham/images/ISIC_0025489.jpg,3,ham_HAM_0002770,ham,dermoscopic,a3e698996465656e
ham/images/ISIC_0025265.jpg,3,ham_HAM_0002770,ham,dermoscopic,d5ae5133329c4973
ham/images/ISIC_0028489.jpg,3,ham_HAM_0005785,ham,dermoscopic,e3268c9b6664999b
ham/images/ISIC_0026236.jpg,3,ham_HAM_0005785,ham,dermoscopic,d7935d487732dc01
ham/images/ISIC_0028317.jpg,3,ham_HAM_0005752,ham,dermoscopic,94ae59bb60ee063a
ham/images/ISIC_0031013.jpg,3,ham_HAM_0005752,ham,dermoscopic,b6e6d29bd9c80c19
ham/images/ISIC_0028969.jpg,3,ham_HAM_0005328,ham,dermoscopic,b87c929ccbc9c788
ham/images/ISIC_0032441.jpg,3,ham_HAM_0005328,ham,dermoscopic,91fa05ac45e133f9
ham/images/ISIC_0030324.jpg,3,ham_HAM_0005095,ham,dermoscopic,91c444d711be1b9f
ham/images/ISIC_0025394.jpg,3,ham_HAM_0003376,ham,dermoscopic,b85bc1960af936a5
ham/images/ISIC_0027260.jpg,3,ham_HAM_0002391,ham,dermoscopic,86cf893b229a26eb
ham/images/ISIC_0027604.jpg,3,ham_HAM_0002391,ham,dermoscopic,b3cccc788c33709b
ham/images/ISIC_0029434.jpg,3,ham_HAM_0002391,ham,dermoscopic,b2f3c97ccc838c94
ham/images/ISIC_0026963.jpg,3,ham_HAM_0001741,ham,dermoscopic,91bf096b66cc1933
ham/images/ISIC_0028211.jpg,3,ham_HAM_0001741,ham,dermoscopic,ac64c3b439db5a34
ham/images/ISIC_0027300.jpg,3,ham_HAM_0003350,ham,dermoscopic,a599d8669b6a6874
ham/images/ISIC_0028512.jpg,3,ham_HAM_0003350,ham,dermoscopic,94f9c9e224b964f2
ham/images/ISIC_0024310.jpg,3,ham_HAM_0003350,ham,dermoscopic,a4d9d966113964f5
ham/images/ISIC_0033496.jpg,3,ham_HAM_0001734,ham,dermoscopic,a11997239b9c9dc6
ham/images/ISIC_0032927.jpg,3,ham_HAM_0001734,ham,dermoscopic,a61b9a66495b646e
ham/images/ISIC_0024865.jpg,3,ham_HAM_0001734,ham,dermoscopic,91fe0cfb20e853aa
ham/images/ISIC_0025324.jpg,3,ham_HAM_0004121,ham,dermoscopic,a1699eb24ccc7339
ham/images/ISIC_0026996.jpg,3,ham_HAM_0004121,ham,dermoscopic,969c9962668cd973
ham/images/ISIC_0030681.jpg,3,ham_HAM_0004397,ham,dermoscopic,bcb09249cdc6e666
ham/images/ISIC_0027327.jpg,3,ham_HAM_0004397,ham,dermoscopic,e5939a6c6c866633
ham/images/ISIC_0025589.jpg,3,ham_HAM_0004397,ham,dermoscopic,d6aa59ee669b1124
ham/images/ISIC_0024756.jpg,3,ham_HAM_0007272,ham,dermoscopic,d0aec7590c5623e7
ham/images/ISIC_0029562.jpg,3,ham_HAM_0005719,ham,dermoscopic,90fe10b814745fdd
ham/images/ISIC_0029453.jpg,3,ham_HAM_0005719,ham,dermoscopic,b7d8993362658999
ham/images/ISIC_0034071.jpg,3,ham_HAM_0006435,ham,dermoscopic,b04dcd9314f3738c
ham/images/ISIC_0033573.jpg,3,ham_HAM_0006435,ham,dermoscopic,916ccc13336c44ff
ham/images/ISIC_0026086.jpg,3,ham_HAM_0005403,ham,dermoscopic,a89d84b4c264cfcf
ham/images/ISIC_0025035.jpg,3,ham_HAM_0007073,ham,dermoscopic,e659d9a666383389
ham/images/ISIC_0027776.jpg,3,ham_HAM_0003622,ham,dermoscopic,90c5414754b657fe
ham/images/ISIC_0025835.jpg,3,ham_HAM_0001456,ham,dermoscopic,f3aacd98712356c2
ham/images/ISIC_0030828.jpg,3,ham_HAM_0001456,ham,dermoscopic,f3678c8c33736609
ham/images/ISIC_0032847.jpg,3,ham_HAM_0002004,ham,dermoscopic,a4359bce3c296636
ham/images/ISIC_0033654.jpg,3,ham_HAM_0002004,ham,dermoscopic,ad93d28c1b4b6c35
ham/images/ISIC_0030575.jpg,3,ham_HAM_0002032,ham,dermoscopic,f411c36c3cc7e319
ham/images/ISIC_0033931.jpg,3,ham_HAM_0005490,ham,dermoscopic,9d1dc1c2136c374f
ham/images/ISIC_0033268.jpg,3,ham_HAM_0007163,ham,dermoscopic,90164dce7b393636
